video_id,title,publishedAt,duration,viewCount,likeCount,commentCount
snX5YyflrGw,"100 Identical Twins Fight For $250,000",2024-09-28T16:00:00Z,PT35M40S,178311151,3317399,28186
nbzQdlWrcnk,Running With Bigger And Bigger Lunchlys,2024-09-20T16:00:00Z,PT18S,321766143,8151629,10338
8krJy31Diow,Holding Bigger And Bigger Dogs,2024-09-16T18:00:00Z,PT17S,309008697,7921027,9686
aRcUVhVlSHg,"Men Vs Women Survive In The Wilderness For $500,000",2024-09-07T16:00:00Z,PT31M48S,203573457,4247532,51308
Jo7sfpeWqwE,Will A Guitar Boat Hold My Weight?,2024-09-05T16:00:01Z,PT20S,755666359,18131231,15412
QtD-CeUdRUQ,"Real Or Cake For $10,000",2024-08-29T16:00:00Z,PT37S,230016711,7693610,17701
ndAQfTzlVjc,7 Days Stranded In A Cave,2024-08-17T16:00:00Z,PT17M59S,162796298,4542047,92917
AydS-vA3qa4,Running With Bigger And Bigger Feastables,2024-08-15T23:00:00Z,PT17S,420683620,12059402,29824
UPrkC1LdlLY,"Survive 100 Days In Nuclear Bunker, Win $500,000",2024-08-03T16:00:00Z,PT32M21S,325779779,6119085,86795
8bTQMDM4qvY,"Spot The Fake Animal For $10,000",2024-07-19T16:00:00Z,PT40S,588873974,16879462,28585
DBw0oD38z0Q,This Game Is Wild,2024-07-17T16:00:00Z,PT21S,229066205,6179361,12148
4SNThp0YiU4,"50 YouTubers Fight For $1,000,000",2024-07-13T16:00:01Z,PT41M27S,411642859,9542246,347040
XhuisK0bTSA,Pass The Phone To…,2024-07-11T17:00:01Z,PT1M,264414030,11211865,51227
lkCRPp7cnP8,How Many Balloons Does It Take To Fly?,2024-07-10T17:00:00Z,PT18S,528646466,20314106,51145
KkCXLABwHP0,I Built 100 Houses And Gave Them Away!,2024-06-29T16:00:00Z,PT9M36S,223709829,7813578,289902
PWirijQkH4M,World’s Deadliest Obstacle Course!,2024-06-15T16:00:01Z,PT28M25S,373181387,6675963,141556
U_LlX4t0A9I,"$10,000 Every Day You Survive In The Wilderness",2024-06-01T16:00:00Z,PT26M10S,314621595,8536862,332861
T8I165Qxeo8,Sprinting with More and More Money,2024-05-30T16:00:01Z,PT29S,312391049,11899363,85595
i-9V21MqlhY,Giving 1000 Phones Away,2024-05-28T16:00:00Z,PT18S,321441066,22776657,808248
YyNz4--6fro,World’s Smartest Dog,2024-05-16T16:00:00Z,PT12S,245273284,10176171,34193
f0cXJ6mJxGc,Bottle Head Smashing World Record Attempt!,2024-05-14T16:00:00Z,PT38S,493228238,12467147,49564
F6PqxbvOCUI,"Protect The Yacht, Keep It!",2024-05-11T16:00:00Z,PT15M8S,162511463,4194490,80345
oA4LSZvX4iE,Ages 1-100 Try My Chocolate,2024-05-09T16:00:00Z,PT39S,269013197,9827964,34713
ZKxnjszkZto,"Spot The Hidden People For $10,000",2024-05-08T16:00:01Z,PT35S,196922075,6386705,12050
8_gdcaX9Xqk,"Would You Split Or Steal $250,000?",2024-05-03T16:00:00Z,PT1M,207955281,11408688,28769
snUyLbGx6U4,"Buy Feastables, Win Unlimited Money",2024-04-30T16:00:00Z,PT51S,382729177,12298298,27461
Pv0iVoSZzN8,In 10 Minutes This Room Will Explode!,2024-04-27T16:00:00Z,PT10M,161369183,4156106,77596
CWbV3NItSdY,The World's Fastest Cleaners,2024-04-25T16:00:03Z,PT35S,687331856,26167050,42773
l-nMKJ5J3Uc,"Ages 1 - 100 Decide Who Wins $250,000",2024-04-20T15:59:59Z,PT40M2S,295631572,6172810,211751
XE1Qyss8GIY,"Guess The Gift, Keep It",2024-04-09T17:00:00Z,PT46S,530883108,18991645,23974
6GzHPS0rEgc,"I’m Giving My 250M Subscriber $25,000",2024-04-06T19:45:00Z,PT21S,158675872,9002253,53087
imhY0pe-Sd8,"Anything You Touch, You Keep!",2024-04-02T16:00:03Z,PT48S,255013068,10213530,15441
erLbbextvlY,7 Days Stranded On An Island,2024-03-30T16:00:01Z,PT22M26S,422092980,7310805,146402
OnTTThIzuNU,"Keep Track Of Car, Win $10,000",2024-03-19T16:00:00Z,PT51S,172393796,7843079,90771
mKdjycj-7eE,"Stop This Train, Win a Lamborghini",2024-03-16T16:00:00Z,PT19M1S,236268036,5344129,125205
tWYsfOSY9vY,I Survived 7 Days In An Abandoned City,2024-03-02T17:00:00Z,PT17M24S,307683986,6558116,198833
sH48lKbayNU,Unboxing My 200M Subscriber Play Button,2024-02-29T17:00:00Z,PT46S,236731440,14273667,51240
AFXoSFNMwIA,I Filled Chandler’s Car With Feastables,2024-02-27T18:00:01Z,PT38S,395479615,14175444,26278
k194wHZHjB0,Most Expensive Hand Model Holds Feastables,2024-02-24T18:00:09Z,PT22S,568051378,11916885,9344
AjwAdtlRKf8,"Buy Feastables, Win $10,000",2024-02-17T19:00:01Z,PT41S,425194057,15890157,34039
KOEfDvr4DcQ,"Face Your Biggest Fear To Win $800,000",2024-02-10T17:00:00Z,PT22M3S,351099344,6557067,225123
krsBRQbOPQ4,"$1 vs $250,000,000 Private Island!",2024-01-27T17:00:00Z,PT16M59S,353383793,5811256,101035
7ESeQBeikKs,"Protect $500,000 Keep It!",2024-01-13T17:00:00Z,PT15M34S,184329054,4764604,70244
K_CbgLpvH9E,I Spent 7 Days In Solitary Confinement,2023-12-30T17:00:03Z,PT20M16S,261736958,5368076,81329
lOKASgtr6kU,I Adopted 100 Dogs!,2023-12-23T17:00:00Z,PT15M3S,348748144,6493676,107216
9RhWXPcKBI8,"Survive 100 Days Trapped, Win $500,000",2023-12-16T17:00:01Z,PT27M8S,422827813,6801091,95633
ZVt9ZJfWV1c,"Feeding A Dog $1 vs $10,000 Steak",2023-12-14T18:00:00Z,PT27S,533897817,15269240,30057
rWBOITBjitE,Could You Walk Up A Skyscraper?,2023-12-05T18:00:00Z,PT50S,435030212,15059376,28592
tnTPaLOaHz8,"$10,000 Every Day You Survive In A Grocery Store",2023-12-02T17:00:00Z,PT21M32S,458647457,7246851,84740
Wdjh81uH6FU,"$1 vs $10,000,000 Job!",2023-11-25T17:00:00Z,PT15M39S,286316371,4794557,61721
7dYTw-jAYkY,I Spent 7 Days Buried Alive,2023-11-18T17:00:01Z,PT18M34S,275999303,7817036,117133
AjZDwxt7S8w,I Gave Away A House On Halloween,2023-11-10T18:00:00Z,PT48S,333867417,13481248,35826
aZnqqXaT02g,Giving Car Keys Instead Of Candy On Halloween,2023-11-09T18:00:00Z,PT32S,365033773,10662403,14559
mwKJfNYwvm8,I Built 100 Wells In Africa,2023-11-04T16:00:00Z,PT10M30S,253725358,10360004,212876
l9_8_pDTmis,"Furthest Away From Me Wins $10,000",2023-11-02T17:00:03Z,PT48S,644216860,21395064,38388
n7x4Jj9pdH8,World’s Most Expensive Bed,2023-10-31T17:00:01Z,PT48S,505987647,21204179,36160
QjvpjXdgugA,"10 People Vs World's Deadliest Laser Maze for $250,000",2023-10-28T15:59:59Z,PT25M59S,285667702,4789639,82919
jGAJCAuV3pQ,World’s Most Expensive Coffee,2023-10-19T17:00:03Z,PT33S,267843190,11246697,28054
c0v8OPItCOg,"$100,000,000 Bathroom",2023-10-17T17:00:00Z,PT50S,343954211,12498061,22466
3ryID_SwU5E,"$1 vs $100,000,000 House!",2023-10-14T16:00:00Z,PT17M3S,380943559,6304563,132864
IemzxkkzI5s,I Tipped A Pizza Delivery Driver A Car,2023-10-12T17:30:03Z,PT52S,640455305,26159291,33879
3OFj6l2tQ9s,World's Most Dangerous Trap!,2023-10-07T16:00:00Z,PT19M34S,320659178,6662502,149567
bvlFjrcpD6s,I NEED 1 MORE 𝗦𝗨𝗕𝗦𝗖𝗥𝗜𝗕𝗘𝗥,2023-10-05T17:00:01Z,PT23S,460165344,30431535,79651
AZlBZuS4hr0,"Guess The Gift, Keep It",2023-10-03T17:00:00Z,PT45S,882880207,25186078,20972
Gx6VeIIbWwM,"Spot The Hidden People For $10,000",2023-09-28T17:00:01Z,PT35S,728212172,21738464,29659
CAOY8EKH1qU,I Paid A Random Student’s College Tuition,2023-09-26T16:59:59Z,PT37S,466078697,24427568,57353
IQxea9UB1nQ,"$100,000,000 Car Doors",2023-09-19T17:00:00Z,PT29S,1203980067,29202920,38635
KrLj6nc516A,"$1 vs $100,000,000 Car!",2023-09-16T16:00:01Z,PT16M28S,491003132,7831725,153198
zgLhCT7aFCA,Extreme Home Makeover!,2023-09-12T17:00:00Z,PT57S,386239091,19559481,45447
L5kIXRdwGAI,Katana Vs Bullet,2023-09-07T17:00:01Z,PT41S,1082692109,37558370,50981
19NmWqv4Alk,How Many School Buses Can We Stack?,2023-09-05T16:59:57Z,PT45S,489603682,15426174,28584
vBpQ1SlfVtU,Lamborghini Vs World's Largest Shredder,2023-09-02T16:00:00Z,PT14M59S,250000636,5681887,142667
SGzWIoLAzmY,"Feeding A Cat $10 Vs $10,000 Sushi",2023-08-31T17:00:00Z,PT31S,370582544,13687914,29575
NnNZLCl78Ao,"Make This Kick, Win Super Bowl Tickets",2023-08-25T16:00:25Z,PT52S,138553525,5198512,9013
NTZhwAldqwg,Metal Pipe Vs School Bus,2023-08-22T17:00:00Z,PT28S,514554363,13793377,28517
J_z-W4UVHkw,"Every Country On Earth Fights For $250,000!",2023-08-19T16:00:01Z,PT18M13S,245253436,6400934,368894
mKIhHNznt4s,Can You Beat A Girl In Arm Wrestling?,2023-08-17T17:00:00Z,PT52S,549908793,20880381,38206
jObOjhUkf50,"$1 vs $250,000 Vacation!",2023-08-12T15:59:59Z,PT15M58S,384299358,6633602,107289
O3YVBJ2n5xg,I Ate The World’s Most Poisonous Fish,2023-08-08T17:30:01Z,PT32S,485690115,21651677,39708
yhB3BgJyGl8,7 Days Stranded At Sea,2023-08-05T16:00:01Z,PT18M5S,392192735,8169229,125597
CP82DAKzL1U,I Traded My Car At a Red Light,2023-07-15T17:00:01Z,PT47S,655891213,26346642,39743
fuhE6PYnRMc,Train Vs Giant Pit,2023-07-08T16:00:00Z,PT10M36S,280105606,6561060,129334
stUofW3whpE,I Buried Treasure in the Bermuda Triangle,2023-07-06T17:00:01Z,PT53S,486980559,25383746,35809
48h57PspBec,"$1 vs $1,000,000,000 Yacht!",2023-06-10T16:00:00Z,PT14M47S,499583495,8151011,161754
ooAwCOP67GQ,Do Pawnshops Scam You?,2023-06-03T16:59:57Z,PT33S,406982077,16226723,24937
FM7Z-Xq8Drc,"Ages 1 - 100 Fight For $500,000",2023-05-27T21:14:59Z,PT25M36S,441840910,6703053,118319
ykRq_rp7NhM,I Got Naruto to Subscribe to Me,2023-05-20T20:00:00Z,PT20S,311377306,13312157,23992
WTOm65IZneg,"1,000 Deaf People Hear For The First Time",2023-05-06T19:59:59Z,PT6M14S,203477313,5496497,152927
8kggT2ej-lo,Would You Pet a Cheetah in Africa?,2023-05-01T20:00:02Z,PT39S,850926482,28162918,39091
GGBy50KtvRk,Tipping A Waitress A Car,2023-04-22T20:00:00Z,PT38S,659408419,28828056,64008
Y4-gFIfGXiQ,Would you go on a Blind Date in Italy?,2023-04-15T20:00:01Z,PT51S,544447093,23751423,28231
1WEAJ-DFkHE,World's Most Expensive Flights!,2023-04-01T20:00:04Z,PT12M20S,519875196,8787624,171539
Y0cBiGUuB1Y,I Sent a Subscriber to Disneyland,2023-03-30T20:00:00Z,PT27S,633866413,29962582,81116
YLt73w6criQ,I Paid A Real Assassin To Try To Kill Me,2023-03-18T20:00:01Z,PT12M17S,319998364,6372342,104268
NPYPXWJBTWM,"$10,000 Girl Scout Cookies",2023-03-11T17:00:47Z,PT23S,611691608,13597867,18307
lglIQkCHO0g,Do Men Lie About Their Height?,2023-02-14T21:00:14Z,PT47S,541830479,21325802,28394
TJ2ifmkGGus,"1,000 Blind People See For The First Time",2023-01-28T21:00:00Z,PT8M1S,208419068,10396500,380578
7IKab3HcfFk,I Survived 50 Hours In Antarctica,2022-12-24T20:59:59Z,PT12M10S,244857656,5774376,142598
h5NvTTOlOtI,Hydraulic Press Vs Lamborghini,2022-12-10T21:00:01Z,PT10M25S,260908944,5780594,124503
se50viFJ0AQ,Would You Fly To Paris For A Baguette?,2022-12-08T20:12:27Z,PT48S,1624015285,56987289,119527
0CTp1a-aCUM,"100 Kids Fight Parents For $500,000",2022-12-03T21:00:00Z,PT15M23S,320122939,4872318,92413
FD-0KG-h2-c,Gordon Ramsay Tries Most Expensive Chocolate Bar!,2022-11-19T20:59:59Z,PT40S,791517521,30158433,50604
kX3nB4PpJko,11 YouTubers Fight For Private Jet!,2022-11-12T21:00:00Z,PT15M37S,240415133,4918389,99997
YlvcFJOE-OE,Giving iPhones Instead Of Candy on Halloween,2022-11-02T21:00:01Z,PT40S,1570959975,40439708,138147
iogcY_4xGjo,"$1 vs $1,000,000 Hotel Room!",2022-10-22T21:00:00Z,PT15M41S,413736749,7446984,114091
S_CUEOBZ0P4,"The Rock Vs MrBeast For $100,000",2022-10-21T20:00:06Z,PT55S,690061798,35895972,77529
gHzuabZUd6c,"Survive 100 Days In Circle, Win $500,000",2022-09-24T19:59:59Z,PT17M10S,378494109,6264909,100152
65fN_OUawjk,I Hunted 100 People!,2022-09-03T19:59:59Z,PT12M3S,251684919,3980406,65282
jdMNoQE3mIQ,Can I Survive A Plane Crash?,2022-08-20T20:00:00Z,PT8M14S,225399822,4248368,73813
2isYuQZMbdU,100 People Fight For A Private Island,2022-08-04T19:59:59Z,PT15M31S,247505740,7103996,225339
tVWWp1PqDus,"100 Boys Vs 100 Girls For $500,000",2022-07-23T20:00:09Z,PT16M53S,279963829,4984586,136686
vaIgyRoUkQI,I Didn’t Eat Food For 30 Days,2022-07-02T20:00:02Z,PT13M4S,125097202,4272044,105928
Hwybp38GnZw,I Built Willy Wonka's Chocolate Factory!,2022-06-04T20:00:02Z,PT16M11S,360169660,6900948,155980
hD1YtmKXNb4,"$10,000 Every Day You Survive Prison",2022-04-09T20:00:00Z,PT13M59S,242556922,5618201,127917
LnlKwzc_TNA,"Would You Swim With Sharks For $100,000?",2022-03-19T20:02:32Z,PT9M1S,205003082,4181610,86853
3jS_yEK8qVI,World’s Most Dangerous Escape Room!,2022-01-29T21:00:01Z,PT8M1S,288033564,5579622,130362
00NgUctWoLQ,"Extreme $1,000,000 Hide And Seek",2021-12-18T21:00:00Z,PT12M9S,109789760,3657008,117081
x9TQ6culXIA,"World's Biggest YouTubers Fight for $1,000,000",2021-12-16T21:00:00Z,PT12M5S,103247749,3139859,83823
QbJJwaVdgIs,I Got Hunted By The Military,2021-12-10T21:30:02Z,PT10M27S,253750668,4812840,92838
0e3GPea1Tyg,"$456,000 Squid Game In Real Life!",2021-11-24T21:00:01Z,PT25M42S,879146331,19731380,635177
cV2gBU6hKfY,I Cleaned The World’s Dirtiest Beach #TeamSeas,2021-10-29T19:59:43Z,PT4M55S,133523399,5612786,166790
qIsgdOVGA04,"Last To Take Hand Off Lamborghini, Keeps It",2021-10-23T20:00:01Z,PT15M8S,197798055,4808081,126494
cExLQ1o2pDw,"First To Rob Bank Wins $100,000",2021-09-26T20:00:06Z,PT8M2S,209668658,4547657,117563
uocETPj4Jx4,"Extreme $500,000 Game Of Tag!",2021-09-04T20:00:07Z,PT12M33S,224100031,4773420,97279
zxYjTTXc-J8,"Last To Leave Circle Wins $500,000",2021-08-31T20:01:03Z,PT17M44S,535546643,7778011,127843
hxwpkM5w3Cc,I Got Hunted By The FBI,2021-08-07T23:00:03Z,PT15M51S,256441656,4831719,94159
ktyJIj6i4Qw,"If You Can Carry $1,000,000 You Keep It!",2021-07-24T20:00:59Z,PT10M7S,253768963,3916261,78395
urtFrxDUV6c,"Would You Quit School For $100,000?",2021-07-10T20:00:09Z,PT10M12S,187090489,3685498,82680
nM89Wl03Q4g,I Survived 50 Hours In A Maximum Security Prison,2021-06-26T20:00:02Z,PT12M34S,290242635,4435706,98687
NZlClr_ivb4,"Hit The Target, Win $300,000",2021-06-12T20:00:01Z,PT13M17S,211800255,3773800,80330
E6E22XQPhhg,Anything You Can Fit In The Triangle I’ll Pay For,2021-06-01T20:00:02Z,PT16M8S,259983779,3641451,82181
TQHEJj68Jew,I Got Hunted By A Real Bounty Hunter,2021-04-24T20:00:00Z,PT13M28S,233277800,4358461,120221
WcwGleN38zE,"Extreme $100,000 Game of Tag!",2021-04-17T20:00:00Z,PT16M39S,265750254,3989851,116353
fMfipiV_17o,"Would You Sit In Snakes For $10,000?",2021-04-10T21:00:07Z,PT14M7S,370536087,5743672,139771
ayXxwJJId_c,"I Bought The World's Largest Mystery Box! ($500,000)",2021-04-03T20:00:01Z,PT10M50S,288197989,5514083,174103
9bqk6ZUsKyA,I Spent 50 Hours Buried Alive,2021-03-27T20:00:04Z,PT12M40S,336357677,8342948,243003
DuQbOQwVaNE,"Offering People $100,000 To Quit Their Job",2021-03-13T21:00:02Z,PT10M27S,167415173,3532502,111447
vJH28ICkCdU,I Sold My House For $1,2021-03-06T21:00:02Z,PT9M20S,180870693,4028668,115124
_uwNDiU04zE,"I Donated $300,000 To People In Need",2021-02-13T21:00:01Z,PT10M54S,56689552,3021604,143316
C680oxL__ck,"I Ate $100,000 Golden Ice Cream",2021-01-22T21:00:03Z,PT13M17S,296393682,6120366,172207
5Fg9oZk-5uA,I Bought Everything In 5 Stores,2021-01-09T21:01:25Z,PT13M50S,200695909,5685389,189437
